"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Tyler Flowers","Braves","62","247","214","50","9","1","8","26","28","23","73","6","1","0","",".232",".323",".392",".714",".307","","86","-0.6","-2.1","","-5.3","3.1","1.5","","556.8","9134"
"Jurickson Profar","Padres","123","504","443","108","23","2","17","55","60","48","76","8","7","3","",".244",".327",".424",".751",".319","","98","0.6","-1.5","","-0.8","0.2","1.5","","431.2","10815"
"Wilson Ramos","Mets","99","401","363","100","17","1","15","44","53","31","63","2","1","0","",".274",".333",".448",".781",".328","","106","-3.0","-1.2","","0.2","7.1","1.5","","173.4","1433"
"Lourdes Gurriel Jr.","Blue Jays","136","599","557","148","30","2","27","75","88","29","139","7","8","4","",".266",".308",".474",".782",".326","","103","0.3","-0.5","","2.3","-8.0","1.5","","138.0","19238"
"Austin Hays","Orioles","113","507","471","122","25","2","22","63","66","25","109","5","9","4","",".259",".300",".459",".759",".317","","95","0.4","-1.4","","-3.0","0.5","1.5","","277.4","19363"
"Franmil Reyes","Indians","136","572","511","133","23","1","36","80","95","52","148","3","1","1","",".260",".329",".518",".847",".350","","115","-0.6","-0.5","","10.2","-15.1","1.5","","95.8","14566"
"Jose Iglesias","Orioles","134","558","519","139","28","3","10","58","56","26","70","5","9","4","",".269",".308",".389",".697",".296","","81","0.0","2.6","","-13.8","9.3","1.5","","532.4","10231"
"Jason Heyward","Cubs","118","488","428","112","21","3","13","54","56","50","82","4","5","2","",".262",".342",".419",".761",".324","","99","1.3","4.4","","0.4","-0.8","1.5","","484.0","4940"
"Luis Urias","Brewers","126","494","431","109","21","3","13","51","55","46","100","8","4","2","",".252",".333",".404",".737",".316","","92","-0.2","-1.7","","-5.3","4.5","1.5","","419.3","16622"
"Todd Frazier","Rangers","125","522","453","110","21","2","24","66","71","53","114","10","4","2","",".242",".331",".452",".784",".331","","97","-0.8","0.2","","-2.8","-0.7","1.5","","466.5","785"
"Martin Maldonado","Astros","86","326","293","65","14","1","10","37","37","21","81","7","1","1","",".221",".287",".375",".662",".283","","77","-0.9","2.5","","-10.7","9.7","1.5","","536.6","6887"
"Salvador Perez","Royals","128","530","495","125","25","1","26","61","74","21","106","8","3","1","",".252",".291",".465",".756",".314","","93","-2.4","6.6","","-7.5","12.5","1.4","","155.5","7304"
"Justin Upton","Angels","139","578","507","121","23","1","28","72","80","61","174","5","5","2","",".240",".325",".456",".781",".329","","107","0.7","-3.4","","6.0","-11.9","1.4","","201.5","5222"
"Hanser Alberto","Orioles","134","578","545","157","26","2","12","62","59","20","57","5","6","3","",".288",".316",".412",".728",".308","","89","-0.3","0.4","","-8.6","2.8","1.4","","430.9","11902"
"Miguel Rojas","Marlins","117","466","424","116","24","1","7","43","44","29","58","6","6","3","",".274",".325",".387",".712",".305","","90","-1.2","1.4","","-7.4","6.8","1.4","","554.1","7802"
"Maikel Franco","Royals","120","468","419","112","24","1","20","58","64","39","65","2","1","0","",".268",".331",".474",".804",".328","","102","-1.2","-2.7","","-0.2","-2.0","1.4","","475.9","12179"
"Ji-Man Choi","Rays","109","467","400","99","21","2","18","58","62","58","116","5","3","1","",".248",".347",".443",".790",".336","","113","-0.1","-0.3","","7.5","-9.6","1.4","","452.6","5452"
"Willson Contreras","Cubs","98","410","358","92","19","2","16","51","57","41","98","7","3","1","",".258",".342",".458",".800",".337","","107","-1.2","-0.3","","2.6","7.9","1.4","","113.6","11609"
"Nick Ahmed","Diamondbacks","144","576","522","127","28","4","17","58","68","43","110","4","6","3","",".244",".305",".413",".717",".303","","84","0.6","0.1","","-11.7","7.3","1.4","","419.3","12147"
"Kevin Newman","Pirates","131","571","525","149","26","4","9","62","53","33","75","5","18","7","",".283",".330",".402",".732",".312","","92","0.3","-4.5","","-5.9","1.6","1.4","","194.6","17696"
"Austin Barnes","Dodgers","59","232","199","45","10","1","6","24","24","25","55","4","3","1","",".227",".323",".365",".688",".298","","85","-0.2","-0.3","","-4.8","4.6","1.4","","569.5","12158"
"J.D. Davis","Mets","117","484","435","115","22","1","21","58","66","40","112","4","3","1","",".264",".329",".462",".791",".332","","109","-0.7","-3.4","","5.1","-6.8","1.4","","167.3","16219"
"Khris Davis","Athletics","146","604","535","130","23","1","37","80","94","56","169","7","1","0","",".243",".321",".497",".818",".339","","115","-1.8","-0.1","","9.5","-17.0","1.3","","174.4","9112"
"Austin Hedges","Padres","57","225","205","44","8","1","9","22","27","15","66","2","1","0","",".213",".272",".392",".664",".278","","71","-0.2","0.3","","-8.8","5.1","1.3","","581.8","12976"
"Elvis Andrus","Rangers","149","672","616","165","34","4","14","82","72","43","103","5","23","9","",".268",".319",".405",".724",".308","","82","2.0","-3.7","","-13.8","3.8","1.3","","136.1","8709"
"Marwin Gonzalez","Twins","112","461","414","112","24","1","16","57","60","37","98","5","2","1","",".270",".334",".445",".780",".329","","104","-0.5","-0.7","","1.7","-4.3","1.3","","471.8","5497"
"Reese McGuire","Blue Jays","71","280","252","61","13","1","8","30","30","21","55","3","3","1","",".242",".304",".388",".692",".295","","82","0.1","-0.6","","-6.3","5.3","1.3","","561.6","15674"
"Nomar Mazara","White Sox","120","488","440","112","22","1","23","60","70","37","109","5","3","1","",".255",".318",".468",".786",".328","","106","-0.5","-0.8","","3.2","-6.8","1.3","","236.3","14553"
"Travis Shaw","Blue Jays","107","448","386","90","19","1","20","56","60","54","112","4","3","1","",".232",".329",".442",".771",".325","","102","-0.4","3.6","","0.7","-2.9","1.3","","337.5","11982"
"Kyle Tucker","Astros","100","415","371","92","18","2","20","56","59","34","100","4","14","5","",".247",".314",".465",".779",".325","","105","0.5","0.1","","3.4","-4.5","1.3","","178.9","18345"
"Tommy La Stella","Angels","86","389","349","96","18","1","12","52","42","30","49","4","2","1","",".276",".338",".432",".770",".328","","106","0.1","-0.3","","3.2","-3.5","1.3","","357.9","12371"
"Ian Happ","Cubs","100","398","342","82","16","1","17","47","52","46","116","3","6","2","",".238",".332",".444",".776",".328","","101","0.1","-1.2","","0.5","0.1","1.3","","253.8","17919"
"Max Stassi","Angels","53","207","183","38","7","0","6","22","22","18","62","3","1","1","",".208",".288",".354",".643",".279","","73","-0.3","-1.0","","-7.5","3.4","1.3","","999.0","10059"
"Nick Solak","Rangers","109","435","386","104","17","2","16","51","55","38","95","6","6","2","",".268",".339",".445",".784",".333","","98","0.1","-0.7","","-0.9","-1.2","1.3","","267.9","19294"
"Howie Kendrick","Nationals","80","332","301","93","19","1","11","42","46","23","53","4","3","1","",".308",".362",".483",".845",".356","","117","-0.7","-0.8","","6.7","-4.2","1.3","","389.3","4229"
"Tom Murphy","Mariners","96","409","377","82","17","1","17","43","53","25","140","4","2","1","",".217",".271",".407",".678",".285","","78","0.2","0.6","","-11.0","6.0","1.3","","237.6","13499"
"Giovanny Urshela","Yankees","125","483","446","119","23","1","16","57","61","25","87","5","2","1","",".268",".311",".430",".741",".312","","94","-1.1","-1.0","","-5.1","1.0","1.3","","231.3","10681"
"Hunter Dozier","Royals","146","627","561","141","30","7","22","74","83","56","169","4","4","2","",".252",".322",".446",".768",".323","","99","-1.1","-1.9","","-2.0","-7.2","1.3","","162.9","15117"
"Nicky Lopez","Royals","126","483","438","119","22","3","6","52","46","34","52","3","9","4","",".272",".327",".378",".705",".304","","86","0.3","1.7","","-8.4","4.2","1.3","","526.5","19339"
"Johan Camargo","Braves","93","366","332","89","20","1","11","40","46","26","71","3","1","1","",".269",".326",".440",".766",".322","","96","-0.2","1.8","","-2.1","2.6","1.2","","511.1","14950"
"Austin Romine","Tigers","78","304","279","72","15","1","9","33","36","17","67","2","2","1","",".258",".304",".419",".723",".306","","88","-0.7","-0.2","","-5.5","6.4","1.2","","406.3","5491"
"Tommy Edman","Cardinals","115","465","428","118","21","5","10","47","53","27","78","5","13","5","",".275",".322",".421",".743",".315","","96","1.8","0.7","","-0.9","-2.0","1.2","","129.4","19470"
"Yasiel Puig","","86","361","323","87","16","1","16","45","53","31","75","3","9","4","",".268",".335",".479",".814",".340","","111","-0.7","-0.1","","4.3","-4.4","1.2","","198.3","14225"
"Jesse Winker","Reds","104","431","373","105","20","1","15","52","54","48","69","5","2","1","",".281",".369",".463",".831",".353","","115","-0.9","-3.9","","7.4","-9.3","1.2","","462.1","13590"
"Kole Calhoun","Diamondbacks","128","531","462","112","23","2","22","62","67","58","128","5","4","2","",".243",".332",".442",".775",".326","","99","-0.1","1.9","","-0.7","-4.5","1.2","","311.0","11200"
"Manny Pina","Brewers","62","247","223","55","11","1","7","25","29","17","58","3","1","0","",".245",".307",".401",".708",".301","","82","-0.7","1.4","","-6.6","6.6","1.2","","590.7","2829"
"Gregory Polanco","Pirates","126","545","483","120","27","3","21","65","71","52","124","4","9","3","",".249",".325",".449",".774",".325","","100","0.4","-0.2","","0.6","-6.5","1.1","","281.0","12907"
"Manuel Margot","Rays","86","354","320","80","16","3","9","41","39","27","67","2","12","5","",".250",".310",".404",".715",".303","","91","0.8","4.0","","-3.4","2.7","1.1","","504.8","14712"
"Niko Goodrum","Tigers","136","609","545","131","29","4","18","73","66","52","166","4","12","5","",".241",".310",".407",".717",".305","","87","2.1","-5.8","","-8.0","-1.8","1.1","","257.3","12092"
"Starlin Castro","Nationals","120","517","481","136","25","2","16","60","69","28","93","3","3","1","",".283",".325",".441",".765",".322","","95","-0.9","-2.8","","-4.5","-0.8","1.1","","245.9","4579"
"Anthony Santander","Orioles","134","597","554","145","30","2","24","72","78","32","119","5","5","2","",".262",".306",".456",".762",".318","","96","0.5","0.3","","-2.8","-6.9","1.1","","315.9","14551"
"Willie Calhoun","Rangers","130","566","511","140","26","2","26","74","84","44","86","5","2","1","",".274",".335",".485",".820",".343","","105","-0.4","-3.3","","3.1","-11.7","1.1","","184.2","17838"
"Corey Dickerson","Marlins","122","532","493","134","31","4","19","62","69","30","107","4","4","2","",".272",".317",".464",".780",".324","","102","-0.8","-0.8","","0.9","-6.9","1.1","","253.8","10762"
"Aaron Hicks","Yankees","52","225","192","46","9","1","9","30","29","29","51","2","3","1","",".240",".342",".439",".781",".333","","107","0.6","-0.4","","2.7","0.5","1.1","","475.9","5297"
"Jorge Alfaro","Marlins","102","418","384","93","17","2","13","40","47","21","135","9","4","2","",".243",".295",".400",".695",".294","","83","-0.9","-1.2","","-10.4","7.3","1.1","","215.0","12180"
"Rougned Odor","Rangers","134","549","493","116","25","1","27","67","76","42","149","7","13","7","",".235",".302",".457",".759",".316","","87","1.5","-3.0","","-7.6","-0.8","1.1","","223.0","12282"
"Alex Avila","Twins","51","202","166","35","7","0","7","25","22","32","67","1","1","0","",".214",".342",".380",".722",".310","","91","-0.8","1.4","","-3.1","5.4","1.1","","584.1","7476"
"Rio Ruiz","Orioles","100","415","372","93","17","2","13","44","47","37","90","2","2","1","",".249",".317",".407",".724",".309","","89","-0.3","0.5","","-6.0","2.1","1.0","","595.9","14103"
"David Dahl","Rockies","128","584","529","146","30","5","23","83","69","41","149","5","10","4","",".276",".332",".480",".812",".339","","94","1.2","-3.9","","-3.5","-4.7","1.0","","138.9","13744"
"Alex Gordon","Royals","118","502","444","114","23","1","14","56","57","42","97","11","5","2","",".258",".334",".407",".741",".317","","94","-0.9","3.3","","-4.5","-2.6","1.0","","539.0","5209"
"Oscar Mercado","Indians","133","600","544","139","29","3","15","76","65","41","116","7","22","10","",".256",".314",".403",".716",".306","","85","0.8","0.5","","-10.9","0.4","1.0","","111.4","16375"
"Ryan McMahon","Rockies","125","509","454","122","25","2","20","60","68","46","136","3","5","2","",".268",".338",".463",".801",".337","","92","0.3","-0.6","","-4.8","-1.1","1.0","","172.1","15112"
"Michael Chavis","Red Sox","112","457","413","103","19","1","21","56","63","35","129","5","3","1","",".249",".313",".454",".766",".321","","95","-0.3","0.6","","-3.4","-2.3","1.0","","268.9","17321"
"Nick Senzel","Reds","108","476","428","112","24","3","14","59","51","37","110","4","14","5","",".261",".323",".432",".756",".320","","93","0.3","0.1","","-3.9","-1.0","1.0","","204.3","19293"
"Yan Gomes","Nationals","75","299","268","64","14","0","11","31","37","23","76","4","1","0","",".238",".307",".413",".720",".303","","82","-0.5","1.6","","-7.5","7.9","1.0","","484.7","9627"
"A.J. Pollock","Dodgers","93","400","362","92","20","1","16","50","54","27","85","6","7","2","",".254",".315",".450",".765",".321","","100","0.9","-0.4","","1.1","-3.9","1.0","","332.2","9256"
"Mitch Haniger","Mariners","71","318","278","69","15","1","12","40","37","31","79","5","3","1","",".249",".334",".446",".780",".330","","109","-0.2","0.0","","3.5","-4.6","1.0","","483.0","14274"
"Victor Caratini","Cubs","63","257","228","60","12","1","7","29","30","22","53","3","1","0","",".264",".335",".421",".756",".323","","98","-0.1","-0.3","","-0.9","2.2","1.0","","457.3","14968"
"Daniel Vogelbach","Mariners","99","415","347","81","14","0","19","50","53","61","102","2","1","0","",".232",".349",".436",".785",".335","","113","-0.4","0.1","","6.3","-11.1","1.0","","489.2","14130"
"Cameron Maybin","Tigers","109","487","425","109","23","1","11","61","44","51","111","3","16","6","",".256",".338",".394",".732",".316","","95","0.8","-0.3","","-2.4","-5.0","1.0","","484.3","5223"
"Nicholas Castellanos","Reds","139","598","543","148","40","2","25","77","86","43","139","5","3","1","",".273",".329",".492",".821",".342","","108","-0.3","-8.4","","5.7","-15.4","0.9","","94.1","11737"
"Ender Inciarte","Braves","102","426","382","101","18","3","8","45","45","35","66","3","12","5","",".265",".330",".387",".718",".308","","87","1.7","1.0","","-5.9","1.8","0.9","","392.6","4922"
"Nico Hoerner","Cubs","75","300","276","75","14","3","7","31","34","17","38","3","4","2","",".272",".319",".416",".734",".311","","90","0.3","2.3","","-3.7","3.7","0.9","","488.3","21479"
"Mauricio Dubon","Giants","120","478","445","119","23","1","12","44","54","23","75","3","11","5","",".266",".305",".404",".709",".300","","87","0.2","-0.4","","-8.2","2.2","0.9","","306.7","16530"
"Hunter Renfroe","Rays","123","518","470","109","22","1","28","64","76","38","151","5","3","1","",".231",".293",".459",".752",".312","","97","-0.3","0.0","","-2.4","-6.5","0.9","","258.7","15464"
"Yoenis Cespedes","Mets","65","285","255","65","13","1","15","38","40","24","73","3","3","1","",".255",".323",".491",".814",".337","","112","0.2","-0.8","","4.7","-4.8","0.9","","337.7","13110"
"Justin Smoak","Brewers","103","435","367","88","17","0","22","57","63","60","102","3","1","0","",".239",".349",".471",".820",".345","","111","-2.1","-0.5","","4.3","-9.2","0.9","","390.7","9054"
"Mike Yastrzemski","Giants","138","607","540","131","29","4","18","70","64","54","158","5","7","3","",".243",".316",".415",".731",".310","","93","0.9","-2.1","","-4.9","-5.6","0.9","","295.6","14854"
"Scott Kingery","Phillies","136","549","502","120","27","3","17","56","64","34","146","5","14","5","",".240",".294",".403",".697",".295","","79","2.1","2.1","","-13.4","4.5","0.9","","144.5","17975"
"Ryan Braun","Brewers","107","453","410","110","23","1","21","58","68","34","93","5","8","3","",".269",".329",".487",".816",".339","","107","-0.9","-2.0","","3.4","-9.2","0.9","","242.8","3410"
